Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2018,Tot_Clms_2018,Tot_Benes_2018,Tot_Spndng_2019,Tot_Clms_2019,Tot_Benes_2019,Tot_Spndng_2020,Tot_Clms_2020,Tot_Benes_2020,Tot_Spndng_2021,Tot_Clms_2021,Tot_Benes_2021,Tot_Spndng_2022,Tot_Clms_2022,Tot_Benes_2022
Acyclovir*,Acyclovir,"Tolmar Inc.",1003602.72,7051,5406,842022.84,8277,6033,556643.98,6402,4447,178284.01,1850,1344,29667.13,313,236
Acyclovir*,Acyclovir,"Zydus Pharmaceu*",5475802.66,336975,140065,5652304.23,332632,144887,5643783.98,276000,112367,4583721.58,222869,98265,3995096.27,216276,93430
Acyclovir*,Acyclovir,"Ranbaxy Pharmac",10323.46,931,374,9457.51,758,318,7754.16,707,268,7954.03,606,206,6739.15,380,162
Acyclovir*,Acyclovir,"Carlsbad Tech",5964455.69,419903,172716,5307203.67,348804,150926,5133526.54,283985,125752,1934754,129277,72592,2271711.75,158426,76376
Acyclovir*,Acyclovir,Padagis,"","","",9699617.09,10383,7570,10204601.16,11822,8093,5737672.61,7797,5351,2150479.37,5809,4006
Acyclovir*,Acyclovir,Actavis/Teva*,2786156.92,8558,4969,2023923.86,6928,3877,1343661.63,5399,2926,966292.75,3997,2194,785793.49,3229,1840
Acyclovir*,Acyclovir,"Chartwell Rx Ll","","","","","","","","","","","","",112.89,13,12
Acyclovir*,Acyclovir,"Amneal Pharmace",6978230.03,25836,18934,4248605.21,21902,15869,2497088.01,17661,12325,3681092.94,15281,11041,5414498.31,17828,12530
Acyclovir*,Acyclovir,"Glenmark Pharma",1728763.62,6433,4930,5961006.74,17387,11181,1834285.05,13385,9047,1752034.99,12508,8428,1670016.19,12899,8869
Acyclovir*,Acyclovir,"Avet Pharmaceut",1519370.58,121279,54363,2815790.06,183454,82323,5615786.92,270679,125940,6834755.29,307389,134247,5793536.93,250816,104798
Acyclovir*,Acyclovir,"Teva USA*",1564700.76,121060,55642,955111.66,28222,15473,4274486,5426,3657,2824861.91,3614,2440,1580339.88,2212,1519
Acyclovir*,Acyclovir,"Viona Pharmaceu*","","","","","","",72626.91,884,716,919028.66,16255,9844,2143655.95,81631,35346
Acyclovir*,Acyclovir,Mylan*,3689507.33,14251,10173,2641095.87,12919,8934,1502522.03,11067,7613,1046570.1,10066,7434,828476.05,8581,6451
Acyclovir*,Acyclovir,"Xiromed, LLC","","","","","","",574245.6,4123,2689,1493393.44,10749,7048,1559854.8,12115,8262
Acyclovir*,Acyclovir,"Taro Pharm USA",4035793.41,15883,11635,1627576.61,9375,7296,600896.2,5782,4344,684213.58,7074,5306,1139732.68,11059,8191
Acyclovir*,Acyclovir,Vistapharm/Pai,"","","","","","","","","","","","",50674.3,314,155
Acyclovir*,Acyclovir,"Cosette Pharmac",566971.23,1949,1455,637884.87,2950,2027,165634.37,1427,1051,129690.9,1190,912,29059.98,189,147
Acyclovir*,Acyclovir,"Alembic Pharmac","","","",484153.27,2292,1199,527348.11,3981,2341,39461.26,323,227,10560.29,70,49
Acyclovir*,Acyclovir,"Northstar Rx Ll",1365475.78,5601,4118,959925.23,5046,3851,977523.9,7999,5511,821655.31,7079,4956,773446.55,6431,4528
Acyclovir*,Acyclovir,"Nivagen Pharmac",508964.79,59165,30257,631038.38,80327,31760,538340.08,65700,25096,423356.11,48466,18842,138685.18,17255,9977
Acyclovir*,Acyclovir,"Apotex Corp",1645130.56,112694,50298,1751777.83,119676,60205,3655149.8,230899,99559,1509561.12,111430,44936,1225495.14,81893,32739
Acyclovir*,Acyclovir,"Yiling Pharmace",1149.68,124,98,196971.43,13495,8903,139640.95,10386,5216,84194.37,5321,2813,75134.14,4332,2380
Acyclovir*,Acyclovir,"Torrent Pharmac","","","",461499.91,2950,2443,907569.32,7724,5810,600423.11,4758,3728,424923.25,4239,3018
Acyclovir*,Acyclovir,"Camber Pharmace",7971893.18,522754,236025,10259726.02,630690,269959,10957503.37,613882,245717,15665296.46,780975,313622,16339552.25,801007,306250
Acyclovir*,Acyclovir,"Hi-Tech/Akorn C",73310.28,264,182,123164.11,509,295,288267.91,1085,591,289068.93,1093,546,253508.47,959,507
Acyclovir*,Acyclovir,AHP,1022.57,103,58,1461.11,89,71,984.1,49,38,849.61,31,27,352.17,26,23
Acyclovir*,Acyclovir,"Mylan Instituti",253668.52,3344,2674,151565.28,2650,2157,87427.33,2023,1583,82055.89,2131,1725,74282.42,2020,1640
Acyclovir*,Acyclovir,Fougera/Sandoz,680806.08,2460,1762,155415.78,701,440,45123.67,346,223,27205.37,224,144,20135.45,177,124
Aczone,Dapsone,Overall,"","",1099,"","",921,136577.25,190,307,200149.65,239,166,154570.86,178,98
Aczone,Dapsone,"Almirall, LLC","","","","","","",136577.25,190,127,200149.65,239,152,154570.86,178,98
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",Overall,10979499.3,191707,190954,11033494.81,182346,181747,10274095.02,171777,171363,10684013.34,177914,177467,13686117.71,221542,220919
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",Sanofi-Pasteur,10979499.3,191707,190954,11033494.81,182346,181747,10274095.02,171777,171363,10684013.34,177914,177467,13686117.71,221542,220919
Adakveo,Crizanlizumab-Tmca,Overall,"","","","","","",5098450.99,449,96,5852209.87,510,97,6859657.71,608,112
Adakveo,Crizanlizumab-Tmca,Novartis,"","","","","","",5098450.99,449,96,5852209.87,510,97,6859657.71,608,112
Adapalene,Adapalene,Overall,1222080.2,7569,5094,1577582.71,10033,5578,1925448.03,11325,5885,2542994.28,11780,5495,4363057.03,8476,4037
Adapalene,Adapalene,Perrigo/Padagis,300001.98,1566,815,410999.82,2100,1018,296572.74,1508,698,220065.86,1109,567,215884.7,1157,570
Adapalene,Adapalene,"Glenmark Pharma",236424.91,2253,1126,491650.7,4543,2175,619440.55,5777,2895,525053.61,5504,2466,126257.42,1206,826
Adapalene,Adapalene,"Alembic Pharmac","","","","","","",4036.13,28,22,66734.75,424,265,283495.38,1611,800
Adapalene,Adapalene,"Taro Pharm USA",135832.87,773,400,119043.3,833,445,135120.3,1003,499,154078.59,1123,621,170661.5,1227,588
Adapalene,Adapalene,"Mayne Pharma In","","","","","","","","","","","","",3474.85,19,13
Adapalene,Adapalene,Sandoz,76724.39,443,247,80272.09,507,277,72137.07,463,259,97507.09,635,348,26413.21,151,99
Adapalene,Adapalene,"Rochester Pharm","","","",111341.08,24,16,354290.15,56,25,949006.87,93,38,3060408.47,464,139
Adapalene,Adapalene,Fougera/Sandoz,284295.4,1532,867,167348.8,819,484,247694.91,1224,600,294503.62,1487,762,312968.7,1704,835
Adapalene,Adapalene,Actavis/Teva,102734.45,544,328,99628.64,629,333,87826.55,606,359,91471.12,589,371,92683.8,535,316
Adapalene,Adapalene,"Prasco Labs",86066.2,458,287,97298.28,578,308,108329.63,660,343,144572.77,816,426,70809,402,254
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",Overall,123672.95,555,405,120228.92,1072,693,122451.78,1325,758,125163.45,1305,737,354089.65,1880,1003
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide","Viona Pharmaceu","","","","","","","","","","","","",12698.96,32,23
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide","Prasco Labs",79075.98,296,190,30696.95,205,114,24597.72,173,105,14852.8,110,66,15091.18,113,68
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",Perrigo/Padagis,14780.1,144,103,33996.53,321,184,24218.64,300,175,23653.48,324,181,24114.07,321,179
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide","Glenmark Pharma","","","","","","",19491.46,133,73,36276.72,362,257,71892.25,872,491
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",Padagis,"","","","","","","","","","","","",9061.01,23,18
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide","Mayne Pharma In","","","","","","","","","","","","",15535.66,36,28
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide","Teva USA","","","","","","","","","",7210.4,11,"",113354.19,215,124
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide","Taro Pharm USA",29816.87,115,85,55535.44,546,370,54143.96,719,422,43170.05,498,331,92342.33,268,149
Adbry,Tralokinumab-Ldrm,Overall,"","","","","","","","","","","","",11498067.07,3211,851
Adbry,Tralokinumab-Ldrm,"Leo Pharma Inc.","","","","","","","","","","","","",11498067.07,3211,851
Adcetris,"Brentuximab Vedotin",Overall,"","","","","","",1207675.99,44,11,2395839.26,84,18,3044765.13,94,24
Adcetris,"Brentuximab Vedotin","Seagen Inc.","","","","","","",1207675.99,44,11,2395839.26,84,18,3044765.13,94,24
Adcirca,Tadalafil,Overall,266213540.12,64456,8975,82750004.24,18904,2801,55942543.48,12365,1609,43282513.46,9421,1172,33526807.44,7161,906
Adcirca,Tadalafil,"Eli Lilly & Co.",266213540.12,64456,8975,82750004.24,18904,2801,55942543.48,12365,1609,43282513.46,9421,1172,33526807.44,7161,906
Adderall,Dextroamphetamine/Amphetamine,Overall,3853888.75,8488,1551,4750438.52,9563,1806,5298565.5,10244,1609,5793971.05,10667,1765,7120762.45,12017,2201
Adderall,Dextroamphetamine/Amphetamine,"Teva USA",3853888.75,8488,1551,4750438.52,9563,1806,5298565.5,10244,1609,5793971.05,10667,1765,7120762.45,12017,2201
"Adderall XR",Dextroamphetamine/Amphetamine,Overall,8032117.17,34589,5952,9206505.22,40173,8087,9699463.14,40377,7503,8420164.32,26067,5321,8822033.54,27260,6325
"Adderall XR",Dextroamphetamine/Amphetamine,"Shire US Inc.",8032117.17,34589,5952,9206505.22,40173,8087,9699463.14,40377,7503,8420164.32,26067,5321,8822033.54,27260,6325
"Adefovir Dipivoxil","Adefovir Dipivoxil",Overall,5325462.51,5782,740,4756444.93,5149,681,4062508.26,4425,570,3683848.43,3948,514,3378371.86,3240,469
"Adefovir Dipivoxil","Adefovir Dipivoxil","Apotex Corp",188995.56,190,130,2073053.32,2196,343,1556218.21,1788,302,1893710.88,2291,300,942833.29,1082,240
"Adefovir Dipivoxil","Adefovir Dipivoxil","Sigmapharm Labo",5136466.95,5592,738,2683391.61,2953,450,2506290.05,2637,439,1790137.55,1657,283,2435538.57,2158,421
Adempas,Riociguat,Overall,256166028.16,26246,3192,316869356.47,30605,3774,463152406.38,41615,4645,566502537.42,47886,5431,576981088.02,45851,5240
Adempas,Riociguat,"Bayer,Pharm Div",256166028.16,26246,3192,316869356.47,30605,3774,463152406.38,41615,4645,566502537.42,47886,5431,576981088.02,45851,5240
Adlarity,"Donepezil HCl",Overall,"","","","","","","","","","","","",113185.36,212,139
Adlarity,"Donepezil HCl","Corium/Prasco L","","","","","","","","","","","","",113185.36,212,139
Adlyxin,Lixisenatide,Overall,63298.03,70,26,60595.43,73,25,66455.6,71,24,107206.69,116,27,55722.61,68,23
Adlyxin,Lixisenatide,Sanofi-Aventis,63298.03,70,26,60595.43,73,25,66455.6,71,24,107206.69,116,27,55722.61,68,23
Admelog,"Insulin Lispro",Overall,403661.76,1069,658,2076727.3,9229,4566,2461450.03,16801,7099,2224714.69,17009,7148,1595500.5,14866,6048
Admelog,"Insulin Lispro",Sanofi-Aventis,403661.76,1069,658,2076727.3,9229,4566,2461450.03,16801,7099,2224714.69,17009,7148,1595500.5,14866,6048
"Admelog Solostar","Insulin Lispro",Overall,1124957.97,2995,1645,5632924.42,20468,9303,5785747.56,26851,12070,6137620.19,31839,14120,4563006.98,31954,13463
"Admelog Solostar","Insulin Lispro",Sanofi-Aventis,1124957.97,2995,1645,5632924.42,20468,9303,5785747.56,26851,12070,6137620.19,31839,14120,4563006.98,31954,13463
Adrenalin,Epinephrine,Overall,21787.27,490,395,13254.02,380,313,16833.39,468,416,27653.32,992,925,39446.75,1484,1407
Adrenalin,Epinephrine,"Par Pharmaceuti",21787.27,490,395,13254.02,380,313,16833.39,468,416,27653.32,992,925,39446.75,1484,1407
"Advair Diskus","Fluticasone Propion/Salmeterol",Overall,2393807457.3,4398315,1030947,1449199813.2,2681911,769276,1160474902.7,2174106,527430,1007644268.9,1715666,427565,947425939.83,1629000,417761
"Advair Diskus","Fluticasone Propion/Salmeterol",Glaxosmithkline,2393807457.3,4398315,1030947,1449199813.2,2681911,769276,1160474902.7,2174106,527430,1007644268.9,1715666,427565,947425939.83,1629000,417761
"Advair HFA","Fluticasone Propion/Salmeterol",Overall,260074489.91,461754,121649,276664860.37,481432,127304,313758155.03,545374,136797,346301512.32,571026,150113,384716838.79,632024,172993
"Advair HFA","Fluticasone Propion/Salmeterol",Glaxosmithkline,260074489.91,461754,121649,276664860.37,481432,127304,313758155.03,545374,136797,346301512.32,571026,150113,384716838.79,632024,172993
"Advocate Pen Needle","Pen Needle, Diabetic",Overall,99685.13,1282,745,176740.05,2021,1177,232112.86,2242,999,431446.13,3750,1952,192879.97,1680,827
"Advocate Pen Needle","Pen Needle, Diabetic","Diabetic Supply",99685.13,1282,745,176740.05,2021,1177,232112.86,2242,999,431446.13,3750,1952,192879.97,1680,827
"Advocate Pen Needles","Pen Needle, Diabetic",Overall,1480139.85,24472,8093,1659681.1,26142,9128,2270106.92,30625,10261,2172889.98,27376,9547,2228706.59,25243,9035
"Advocate Pen Needles","Pen Needle, Diabetic","Diabetic Supply",1480139.85,24472,8093,1659681.1,26142,9128,2270106.92,30625,10261,2172889.98,27376,9547,2228706.59,25243,9035
"Advocate Syringes","Syring-Needl,Disp,Insul,0.3 Ml",Overall,75711.5,1886,544,101128.01,2338,732,147149.62,2594,801,152107.24,2699,833,160568.21,2755,799
"Advocate Syringes","Syring-Needl,Disp,Insul,0.3 Ml","Diabetic Supply",75711.5,1886,544,101128.01,2338,732,147149.62,2594,801,152107.24,2699,833,160568.21,2755,799
"Advocate Syringes","Syringe And Needle,Insulin,1ml",Overall,304063.64,5426,1771,271580.82,5494,1795,359573.74,5720,1860,368312.06,6069,1809,393515.9,6062,1753
"Advocate Syringes","Syringe And Needle,Insulin,1ml","Diabetic Supply",304063.64,5426,1771,271580.82,5494,1795,359573.74,5720,1860,368312.06,6069,1809,393515.9,6062,1753
"Advocate Syringes","Syringe-Needle,Insulin,0.5 Ml",Overall,244656.42,5600,1684,299378.29,6687,1985,373103.59,6601,1985,347786.89,5984,1757,428715.63,6854,1871
"Advocate Syringes","Syringe-Needle,Insulin,0.5 Ml","Diabetic Supply",244656.42,5600,1684,299378.29,6687,1985,373103.59,6601,1985,347786.89,5984,1757,428715.63,6854,1871
"Adzenys XR-ODT",Amphetamine,Overall,326765.14,843,200,441111.93,1068,191,490522.7,1073,183,545688.01,1041,188,576312.9,1041,205
"Adzenys XR-ODT",Amphetamine,"Neos Brands/Ayt",326765.14,843,200,441111.93,1068,191,490522.7,1073,183,545688.01,1041,188,576312.9,1041,205
Afinitor,Everolimus,Overall,386491662.51,25463,5544,444569351.35,26978,5763,302356560.41,18337,4255,216178594.34,13001,2875,100030445.56,5960,1186
Afinitor,Everolimus,Novartis,386491662.51,25463,5544,444569351.35,26978,5763,302356560.41,18337,4255,216178594.34,13001,2875,100030445.56,5960,1186
"Afinitor Disperz",Everolimus,Overall,4462227.2,183,34,6103971.61,263,52,9646174.45,381,53,8602849.16,324,47,6393478.85,214,31
"Afinitor Disperz",Everolimus,Novartis,4462227.2,183,34,6103971.61,263,52,9646174.45,381,53,8602849.16,324,47,6393478.85,214,31
Afrezza,"Insulin Regular, Human",Overall,4495446.24,4143,1135,7000874.53,5264,1396,8007830.06,5432,1270,10393693.26,6088,1399,12896497.83,6580,1601
Afrezza,"Insulin Regular, Human","Mannkind Corpor",4495446.24,4143,1135,7000874.53,5264,1396,8007830.06,5432,1270,10393693.26,6088,1399,12896497.83,6580,1601
Agrylin,"Anagrelide HCl",Overall,212176.42,224,41,396277.16,432,206,1931960.65,2376,644,552597.64,572,123,336321.52,279,53
Agrylin,"Anagrelide HCl","Shire US Inc.",212176.42,224,41,396277.16,432,206,1931960.65,2376,644,552597.64,572,123,336321.52,279,53
"Aimovig Autoinjector",Erenumab-Aooe,Overall,12480615.36,17475,8252,119447008.26,169415,36031,206119544.71,285011,47870,258924035.1,330843,54670,302037670.61,325457,55228
"Aimovig Autoinjector",Erenumab-Aooe,Amgen,12480615.36,17475,8252,119447008.26,169415,36031,206119544.71,285011,47870,258924035.1,330843,54670,302037670.61,325457,55228
"Airduo Digihaler","Fluticasone Propion/Salmeterol",Overall,"","","","","","",19201.39,39,33,268285.41,533,321,552626.05,1012,551
"Airduo Digihaler","Fluticasone Propion/Salmeterol","Teva Specialty","","","","","","",19201.39,39,33,268285.41,533,321,552626.05,1012,551
"Airduo Respiclick","Fluticasone Propion/Salmeterol",Overall,254968.43,771,469,270035.48,779,530,255536.92,752,415,256265.89,645,379,272494.09,665,411
"Airduo Respiclick","Fluticasone Propion/Salmeterol","Teva Specialty",254968.43,771,469,270035.48,779,530,255536.92,752,415,256265.89,645,379,272494.09,665,411
"Ajovy Autoinjector",Fremanezumab-Vfrm,Overall,"","","","","","",5173840.77,6841,2641,27293439.6,34263,8321,48455538.83,55495,12141
"Ajovy Autoinjector",Fremanezumab-Vfrm,"Teva USA","","","","","","",5173840.77,6841,2641,27293439.6,34263,8321,48455538.83,55495,12141
"Ajovy Syringe",Fremanezumab-Vfrm,Overall,1033232.41,1498,1199,28878501.83,42354,9220,33366366.03,45106,8449,28482115.37,35526,6912,27006806.12,31320,6154
"Ajovy Syringe",Fremanezumab-Vfrm,"Teva USA",1033232.41,1498,1199,28878501.83,42354,9220,33366366.03,45106,8449,28482115.37,35526,6912,27006806.12,31320,6154
Ak-Poly-Bac,"Bacitracin/Polymyxin B Sulfate",Overall,4002.05,247,199,18099.17,1110,918,17092.66,992,784,4813.22,317,245,7244.46,491,425
Ak-Poly-Bac,"Bacitracin/Polymyxin B Sulfate","Akorn Inc.",4002.05,247,199,18099.17,1110,918,17092.66,992,784,4813.22,317,245,7244.46,491,425
Aklief,Trifarotene,Overall,"","","","","","",51446.95,87,58,149786.26,241,151,178333.87,269,150
Aklief,Trifarotene,"Galderma Labora","","","","","","",51446.95,87,58,149786.26,241,151,178333.87,269,150
Akten,"Lidocaine HCl/PF",Overall,2452.77,53,45,6595.63,89,66,2536.83,48,25,2993.63,44,34,5844.53,52,28
Akten,"Lidocaine HCl/PF","Akorn Inc/Thea",2452.77,53,45,6595.63,89,66,2536.83,48,25,2993.63,44,34,5844.53,52,28
Akynzeo,Fosnetupitant/Palonosetron,Overall,"","","",211235.94,236,83,355121.25,425,101,228707.06,226,62,2419510.32,2051,592
Akynzeo,Fosnetupitant/Palonosetron,"Helsinn Therape","","","",211235.94,236,83,355121.25,425,101,228707.06,226,62,2419510.32,2051,592
Akynzeo,"Netupitant/Palonosetron HCl",Overall,683619.2,612,230,476884.71,545,194,296174.9,359,111,398550.92,343,100,466393.68,457,132
Akynzeo,"Netupitant/Palonosetron HCl","Helsinn Therape",683619.2,612,230,476884.71,545,194,296174.9,359,111,398550.92,343,100,466393.68,457,132
Ala-Cort,Hydrocortisone,Overall,310.1,66,57,293.84,48,41,4117.78,502,443,14670.12,987,834,15001.68,964,798
Ala-Cort,Hydrocortisone,"Crown Laborator",310.1,66,57,293.84,48,41,4117.78,502,443,14670.12,987,834,15001.68,964,798
Ala-Scalp,Hydrocortisone,Overall,"","",188,"","",198,"","",223,54500.1,94,166,173864.06,333,246
Ala-Scalp,Hydrocortisone,"Derm Ventures,","","","","","","","","","",54500.1,94,73,173864.06,333,246
Albendazole,Albendazole,Overall,1012105.88,668,877,7837948.05,4400,4573,11263921.75,6774,5474,9390282.9,8363,5864,9993831.32,8224,5813
Albendazole,Albendazole,"Novadoz Pharmac","","","","","","","","","",702609.74,648,531,1548201.89,1197,920
Albendazole,Albendazole,"Northstar Rx Ll","","","",237744.17,212,171,1090376.42,755,600,757679.02,637,495,275157.24,242,199
Albendazole,Albendazole,"Cipla USA, Inc.",1012105.88,668,511,4081412.19,2462,1915,2938448.06,1926,1459,2438920.49,1519,1149,936258.67,920,696
Albendazole,Albendazole,"Dr.Reddy'S Lab","","","","","","","","","",577871.97,1014,769,2030508.44,3049,2260
Albendazole,Albendazole,"Camber Pharmace","","","",917670.39,460,368,2660798.26,955,751,2394423.98,1993,1517,4703571.07,2303,1651
Albendazole,Albendazole,"Teva USA","","","",1435777.96,751,629,2238524.5,1943,1596,272896.06,336,309,303911.36,125,110
Albendazole,Albendazole,"Amneal Pharmace","","","","","","",90644.88,81,74,368041.45,476,404,37838.02,73,69
Albendazole,Albendazole,"Edenbridge Phar","","","",416198.97,172,145,2064069.49,970,710,1605521.32,1422,1025,142887.12,272,243
Albendazole,Albendazole,"Zydus Pharmaceu","","","",749144.37,343,280,181060.14,144,133,272318.87,318,280,15497.51,43,41
"Albumin (Human)","Albumin Human",Overall,"","","",10405.4,17,"","","","","","","",4948.13,16,""
"Albumin (Human)","Albumin Human","Octapharma USA","","","",10405.4,17,"","","","","","","",4948.13,16,""
Albutein,"Albumin Human",Overall,13299.87,37,15,16969.05,25,"",16339.12,64,"",3858.73,35,"",2561.14,23,13
Albutein,"Albumin Human",Grifols,13299.87,37,15,16969.05,25,"",16339.12,64,"",3858.73,35,"",2561.14,23,13
"Albuterol Sulfate HFA","Albuterol Sulfate",Overall,"","","",181614417.47,3134801,1512149,491440329.74,8912998,3668634,645935389.53,12787802,4847424,710854336.44,15048710,5656896
"Albuterol Sulfate HFA","Albuterol Sulfate","Prasco Labs","","","",115994708.51,2053538,975252,221911929.91,3933459,1607978,232335382.85,4280227,1648540,231701426.83,4237624,1661529
"Albuterol Sulfate HFA","Albuterol Sulfate",Perrigo/Padagis,"","","","","","",58056438.2,1070866,678697,1958669.22,44614,20656,974225.04,23879,10214
"Albuterol Sulfate HFA","Albuterol Sulfate","Teva USA","","","",61435148.68,1012039,571398,162892976.86,2940991,1526447,223478657.07,4261710,1939406,160316027.78,3433011,1528021
"Albuterol Sulfate HFA","Albuterol Sulfate",Sandoz,"","","","","","","","","",8010430.83,278757,178785,26644662.21,954922,456421
